Subject Code,Section,Course Title,Units,Time,Room,Instructor,Max No,Lang,Level,Free Slots,Remarks,S,P
ENE 13.03i,A,STORY AND NARRATIVE IN THE HUMANITIES,3,"D 0800-0930
(ONSITE)",CTC 104,"LACSON, KATARINA A.",30,ENG,U,0,-,N,N
ENE 13.04i,A,STORY AND NARRATIVE IN MANAGEMENT,3,"D 0800-0930
(ONSITE)",CTC 105,"ORTIZ, Anne Camille",30,ENG,U,1,-,N,N
ENE 13.04i,B,STORY AND NARRATIVE IN MANAGEMENT,3,"D 0930-1100
(ONSITE)",CTC 104,"FRANQUELLI, JACQUELINE V.",30,ENG,U,0,-,N,N
ENE 13.04i,B1,STORY AND NARRATIVE IN MANAGEMENT,3,"D 0930-1100
(ONSITE)",CTC 105,"GONZALES, Dan Henry",30,ENG,U,0,-,N,N
ENE 13.04i,B2,STORY AND NARRATIVE IN MANAGEMENT,3,"D 0930-1100
(ONSITE)",SEC-A203A,"ORTIZ, Anne Camille",30,ENG,U,0,-,N,N
ENE 13.04i,C,STORY AND NARRATIVE IN MANAGEMENT,3,"D 1100-1230
(ONSITE)",CTC 104,"GONZALES, Dan Henry",30,ENG,U,0,-,N,N
ENE 13.04i,C1,STORY AND NARRATIVE IN MANAGEMENT,3,"D 1100-1230
(ONSITE)",CTC 105,"ADANTE, IRISH GENEVIEVE L.",30,ENG,U,2,-,N,N
ENE 13.04i,D,STORY AND NARRATIVE IN MANAGEMENT,3,"D 1230-1400
(ONSITE)",CTC 104,"DEL PRADO, JOHN ANDREW M.",30,ENG,U,7,-,N,N
ENE 13.04i,E,STORY AND NARRATIVE IN MANAGEMENT,3,"D 1400-1530
(ONSITE)",CTC 104,"FRANQUELLI, JACQUELINE V.",30,ENG,U,0,-,N,N
ENE 13.04i,F,STORY AND NARRATIVE IN MANAGEMENT,3,"D 1530-1700
(ONSITE)",CTC 104,"DEL PRADO, JOHN ANDREW M.",30,ENG,U,0,-,N,N
ENE 13.05i,A,STORY AND NARRATIVE IN SCIENCE AND ENGINEERING,3,"D 0800-0930
(ONSITE)",SEC-A203A,"GOMEZ, LUISA L.",30,ENG,U,17,-,N,N
ENE 13.05i,B,STORY AND NARRATIVE IN SCIENCE AND ENGINEERING,3,"D 0930-1100
(ONSITE)",CTC 106,"GOMEZ, LUISA L.",30,ENG,U,29,-,N,N
ENE 13.05i,C,STORY AND NARRATIVE IN SCIENCE AND ENGINEERING,3,"D 1100-1230
(ONSITE)",SEC-A203A,"PATERNO, JHOANNA MICHELLE G.",30,ENG,U,3,-,N,N
ENE 13.05i,E,STORY AND NARRATIVE IN SCIENCE AND ENGINEERING,3,"D 1400-1530
(ONSITE)",CTC 105,"RITUMBAN, RAYMON D.",30,ENG,U,0,-,N,N
ENE 13.05i,F,STORY AND NARRATIVE IN SCIENCE AND ENGINEERING,3,"D 1530-1700
(ONSITE)",CTC 105,"RITUMBAN, RAYMON D.",30,ENG,U,2,-,N,N
ENE 13.06i,B,STORY AND NARRATIVE IN THE SOCIAL SCIENCES,3,"D 0930-1100
(ONSITE)",SEC-A204A,"LACSON, KATARINA A.",30,ENG,U,1,-,N,N
ENE 13.06i,C,STORY AND NARRATIVE IN THE SOCIAL SCIENCES,3,"D 1100-1230
(ONSITE)",SEC-A204A,"DIAZ, GLENN L.",30,ENG,U,8,-,N,N
ENGL 205,P2Q2,PRINCIPLES AND PRACTICES OF LANGUAGE TEACHING,3,"SAT 1400-1700; T 1700-2130
(ONSITE)",CTC 104; CTC 104,"SUAREZ, CECILIA A.",15,ENG,G,8,-,N,N
ENGL 206,P1Q1,PRINCIPLES AND PRACTICES OF LITERATURE TEACHING,3,"SAT 0800-1100; TH 1700-2130
(ONSITE)",CTC 104; CTC 104,"PATERNO, JHOANNA MICHELLE G.",15,ENG,G,9,-,N,N
ENGL 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
ENGL 298,CAPS,ELLT REFLECTIVE PRACTICE,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENGL 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENGL 299.1,THES/DISS1,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"CANILAO, MARIA LUZ ELENA N.",5,ENG,G,5,-,N,N
ENGL 299.1,THES/DISS2,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"CRUZ, PRISCILLA ANGELA T.",5,ENG,G,5,-,N,N
ENGL 299.1,THES/DISS3,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"MARTIN, MARIA ISABEL P.",5,ENG,G,4,-,N,N
ENGL 299.1,THES/DISS4,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"MONTENEGRO, MARIA CONCEPCION B., SUAREZ, CECILIA A.",5,ENG,G,4,-,N,N
ENGL 299.1,THES/DISS5,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"MONTENEGRO, MARIA CONCEPCION B., SUAREZ, ELINETH ELIZABETH L.",5,ENG,G,4,-,N,N
ENGL 299.1,THES/DISS6,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"PERFECTO, MARIANNE RACHEL G.",5,ENG,G,4,-,N,N
ENGL 299.1,THES/DISS7,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"SUAREZ, CECILIA A.",5,ENG,G,5,-,N,N
ENGL 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENGL 299.2,THES/DISS1,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"CANILAO, MARIA LUZ ELENA N.",5,ENG,G,4,-,N,N
ENGL 299.2,THES/DISS2,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"CRUZ, PRISCILLA ANGELA T.",5,ENG,G,4,-,N,N
ENGL 299.2,THES/DISS3,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"MARTIN, MARIA ISABEL P.",5,ENG,G,5,-,N,N
ENGL 299.2,THES/DISS4,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"PAEZ, DEVI BENEDICTE I.",5,ENG,G,5,-,N,N
ENGL 299.2,THES/DISS5,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"PERFECTO, MARIANNE RACHEL G.",5,ENG,G,5,-,N,N
ENGL 299.2,THES/DISS6,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"SUAREZ, CECILIA A.",5,ENG,G,5,-,N,N
ENGL 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
ENGL 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENGL 299.6,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENGL 299.7,SUB-B,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLIT 130.10,P1,LITERATURE AND IDEAS II: DEVELOPMENT OF DRAMA,3,"T 1700-2000; TH 1700-2130
(ONSITE)",CTC 405; CTC 405,"MARAMARA, MELISSA VERA M.",20,ENG,U,13,-,N,N
ENLIT 132.14,K,LITERATURE AND IDEAS IV: NON-FICTION,3,"M-W-F 1300-1530
(ONSITE)",SEC-A205A,"DIAZ, GLENN L.",30,ENG,U,30,-,N,N
ENLIT 197.1,G,PRACTICUM I,3,"D 1700-1830
(ONSITE)",CTC 105,"REGALA, Regina Carmeli",25,ENG,U,16,ALL SLOTS FOR AB LIT(ENG) MAJORS.,N,N
ENLIT 197.2,F,PRACTICUM II,3,"D 1530-1700
(ONSITE)",SEC-A203A,"REGALA, Regina Carmeli",25,ENG,U,14,ALL SLOTS FOR AB LIT(ENG) MAJORS.,N,N
ENLIT 204,P1,THE DEVELOPMENT OF DRAMA,3,"T 1700-2000; TH 1700-2130
(ONSITE)",CTC 405; CTC 405,"MARAMARA, MELISSA VERA M.",5,ENG,G,1,-,N,N
ENLIT 208,LM,CULTURAL STUDIES III: TEXTS AND CONTEXTS,3,"F 1700-2130; W 1700-2000
(ONSITE)",SEC-A203A; SEC-A203A,"SERRANO, VINCENZ C.",15,ENG,G,13,-,N,N
ENLIT 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLIT 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
ENLIT 299.1,THES/DISS1,THESIS I,0,"TUTORIAL 0000-0000
(ONSITE)",TBA,"SERRANO, VINCENZ C.",5,ENG,G,5,-,N,N
ENLIT 299.1,THES/DISS2,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"CAMPOMANES, OSCAR V., DERAIN, ALLAN ALBERTO N.",5,ENG,G,4,-,N,N
ENLIT 299.1,THES/DISS3,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"GUEVARRA, ALONA U., SAMAR, EDGAR C.",5,ENG,G,5,-,N,N
ENLIT 299.1,THES/DISS4,THESIS I,0,"TUTORIAL 0000-0000
(~)",TBA,"VERIC, CHARLIE S.",5,ENG,G,5,-,N,N
ENLIT 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLIT 299.2,THES/DISS1,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"DERAIN, ALLAN ALBERTO N.",5,ENG,G,4,-,N,N
ENLIT 299.2,THES/DISS2,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"DEVILLES, GARY C.",5,ENG,G,5,-,N,N
ENLIT 299.2,THES/DISS3,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"GUEVARRA, ALONA U.",5,ENG,G,4,-,N,N
ENLIT 299.2,THES/DISS4,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"MARTIN, JOCELYN S.",5,ENG,G,5,-,N,N
ENLIT 299.2,THES/DISS5,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"MARTIN, MA. GABRIELA P.",5,ENG,G,5,-,N,N
ENLIT 299.2,THES/DISS6,THESIS II,0,"TUTORIAL 0000-0000
(~)",TBA,"SERRANO, VINCENZ C.",5,ENG,G,5,-,N,N
ENLIT 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLIT 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLIT 299.6,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
ENLIT 299.7,SUB-B,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLL 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,45,-,N,N
ENLL 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLL 399.1,THES/DISS1,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"CANILAO, MARIA LUZ ELENA N.",5,ENG,G,3,-,N,N
ENLL 399.1,THES/DISS2,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"CRUZ, PRISCILLA ANGELA T.",5,ENG,G,5,-,N,N
ENLL 399.1,THES/DISS3,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"GUEVARRA, ALONA U.",5,ENG,G,5,-,N,N
ENLL 399.1,THES/DISS4,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"MARTIN, MARIA ISABEL P.",5,ENG,G,3,-,N,N
ENLL 399.1,THES/DISS5,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"PERFECTO, MARIANNE RACHEL G.",5,ENG,G,5,-,N,N
ENLL 399.1,THES/DISS6,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"SERRANO, VINCENZ C.",5,ENG,G,5,-,N,N
ENLL 399.1,THES/DISS7,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"VERIC, CHARLIE S.",5,ENG,G,5,-,N,N
ENLL 399.1,THES/DISS8,DISSERTATION I,0,"TUTORIAL 0000-0000
(~)",TBA,"CAMPOMANES, OSCAR V.",5,ENG,G,4,-,N,N
ENLL 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLL 399.2,THES/DISS1,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"CAMPOMANES, OSCAR V.",5,ENG,G,5,-,N,N
ENLL 399.2,THES/DISS2,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"CANILAO, MARIA LUZ ELENA N.",5,ENG,G,5,-,N,N
ENLL 399.2,THES/DISS3,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"CRUZ, PRISCILLA ANGELA T.",5,ENG,G,5,-,N,N
ENLL 399.2,THES/DISS4,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"DEVILLES, GARY C.",5,ENG,G,5,-,N,N
ENLL 399.2,THES/DISS5,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"MARTIN, MARIA ISABEL P.",5,ENG,G,5,-,N,N
ENLL 399.2,THES/DISS6,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"PERFECTO, MARIANNE RACHEL G.",5,ENG,G,5,-,N,N
ENLL 399.2,THES/DISS7,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"SERRANO, VINCENZ C.",5,ENG,G,4,-,N,N
ENLL 399.2,THES/DISS8,DISSERTATION II,0,"TUTORIAL 0000-0000
(~)",TBA,"VERIC, CHARLIE S.",5,ENG,G,5,-,N,N
ENLL 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLL 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLL 399.6,SUB-A,FINAL PAPER SUBMISSION (DOCTORAL),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENLL 399.7,SUB-B,FINAL PAPER SUBMISSION (DOCTORAL),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
DIRR 290,P1,INTEGRATIVE SEMINAR AND FIELD APPLICATIONS,3,"T 1700-2000; TH 1700-2130
(FULLY ONLINE)",TBA; TBA,"PORIO, EMMA E.",3,ENG,G,2,-,N,N
DIRR 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"GUZMAN, MA AILEEN LEAH G., PORIO, EMMA E.",3,ENG,G,2,-,N,N
DIRR 298.1,CAPS,PROJECT I,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
DIRR 298.2,CAPS,PROJECT II,6,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
DIRR 299.5,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
DIRR 299.6,SUB-B,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
DIRR 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 10.01,B,"INTRODUCTION TO ENVIRONMENTAL SCIENCE, LECTURE",3,"D 0930-1100
(ONSITE)",CTC 107,"BUENAFLOR, Katherine",30,ENG,U,12,-,N,N
ENVI 10.01,C,"INTRODUCTION TO ENVIRONMENTAL SCIENCE, LECTURE",3,"D 1100-1230
(ONSITE)",CTC 107,"WAGAS, Ethel",30,ENG,U,7,-,N,N
ENVI 100.03,B,ENVIRONMENTAL MONITORING: FIELD RESEARCH STUDIES,3,"D 0930-1100
(ONSITE)",SEC-C306A,"JARDELEZA MIJARES, JEAN MEIR P., WAGAS, Ethel",19,ENG,U,0,-,N,N
ENVI 100.03,B1,ENVIRONMENTAL MONITORING: FIELD RESEARCH STUDIES,3,"D 0930-1100
(ONSITE)",SEC-C307A,"FERNANDEZ, Alecz Gabrielle, SATUMBAGA, DAWN IVA P.",15,ENG,U,0,-,N,N
ENVI 173i,D,BIOCULTURAL DIVERSITY: LINKING CULTURE AND ENVIRONMENT,3,"D 1230-1400
(ONSITE)",CTC 206,"SATUMBAGA, DAWN IVA P.",30,ENG,U,-2,-,N,N
ENVI 299.1,THES/DISS,THESIS 1 (RESEARCH DESIGN),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 299.2,THES/DISS,THESIS 2 (THESIS WRITING AND DEFENSE),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 299.4,ODEF,ORAL DEFENSE (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 299.5,RESID,RESIDENCY FOR MASTER'S LEVEL,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 299.6,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 299.7,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 390,I,GRADUATE SEMINAR,1,"M-W-F 0800-1030
(FULLY ONLINE)",TBA,"GUZMAN, MA AILEEN LEAH G.",3,ENG,G,1,-,N,N
ENVI 396,COMP,COMPREHENSIVE EXAM,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.1,THES/DISS,DISSERTATION WRITING I,6,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.11,THES/DISS,DISSERTATION RESEARCH I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.12,THES/DISS,DISSERTATION RESEARCH II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.13,THES/DISS,DISSERTATION RESEARCH III,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.2,THES/DISS,DISSERTATION WRITING II,6,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.3,THES/DISS,ES PUBLICATIONS AND CONFERENCES,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ENVI 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MEM 298,CAPS,MASTER'S PROJECT,2,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MEM 298,L,MASTER'S PROJECT,2,"M-W-F 1530-1800
(FULLY ONLINE)",TBA,"BUENAFLOR, Katherine",2,ENG,G,1,-,N,N
MEM 299.4,ODEF,ORAL DEFENSE (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MEM 299.5,RESID,RESIDENCY FOR MASTER'S LEVEL,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 181.1i,D,INTERDISCIPLINARY ELECTIVE: PERSPECTIVES ON MONARCHY,3,"D 1230-1400
(ONSITE)",K-204,"TIONLOC, JAVIER RICO ISRAEL R.",30,ENG,U,-2,-,N,N
EURO 197,Q2,INTEGRATING CLASS,3,"SAT 0800-1230; SAT 1400-1700
(ONSITE)",K-204; K-204,"TIONLOC, JAVIER RICO ISRAEL R.",35,ENG,U,5,*FOR AB EURO STUDENTS ONLY,N,N
EURO 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
EURO 298,CAPS,RESEARCH PAPER,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
EURO 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
FILI 11,B7,MALAYUNING KOMUNIKASYON,3,"M-TH 0930-1100
(ONSITE)",B-207,"TRINIDAD, ANDREA ANNE I.",30,ENG,U,30,-,N,N
PNTKN 135.03i,I,MGA PANITIKAN AT PELIKULA NG SIYUDAD: PANAHON NG BATAS MILITAR,3,"M-W-F 0800-1030
(ONSITE)",SEC-A123A,"TRINIDAD, ANDREA ANNE I.",30,ENG,U,0,-,N,N
PNTKN 149.03i,J,KULTURANG POPULAR AT USAPIN NG KASARIAN,3,"M-W-F 1030-1300
(ONSITE)",SEC-A123A,"TRINIDAD, ANDREA ANNE I.",30,ENG,U,1,-,N,N
PNTKN 197.1,I,PRAKTIKUM 1: PRAKTIKUM SA AKADEMYA,3,"T-TH 1530-1700
(ONSITE)",B-305,"LIM, MARK BENEDICT F.",30,ENG,U,29,-,N,N
PNTKN 197.2,J,PRAKTIKUM 2: PRAKTIKUM SA LABAS NG AKADEMYA,3,"M-W-F 1030-1300
(ONSITE)",B-305,"LIM, MARK BENEDICT F.",30,ENG,U,29,-,N,N
PNTKN 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PNTKN 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
PNTKN 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PNTKN 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PNTKN 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PNTKN 299.6,SUB-A,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
PNTKN 299.7,SUB-B,FINAL PAPER SUBMISSION (MASTERS),0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
ACCT 111,MP1,ACCOUNTING FOR RESTAURANT ENTREPRENEURS,3,"M 1800-2030; T 1800-2030; W 1800-2030
(ONSITE)",SOM 102; SOM 102; SOM 102,"TAN, MICHAEL C.",30,ENG,U,0,ALL SLOTS FOR BS REnt MAJORS.,N,N
ACCT 115,P1,FINANCIAL ACCOUNTING,3,"T 1700-2000; TH 1700-2130
(ONSITE)",CTC 308; CTC 308,"DUHAYLONGSOD, Jose Maria",30,ENG,U,6,-,N,N
ACCT 180,Q1,SPECIAL TOPICS IN ACCOUNTING,3,"SAT 0800-1100; SAT 1230-1700
(ONSITE)",CTC 308; CTC 308,"SORIANO, ENRIQUE JAIME S.",25,ENG,U,24,**For competition participants only,N,N
FINN 113,P2,PRINCIPLES OF FINANCE,3,"T 1700-2130; TH 1700-2000
(ONSITE)",CTC 307; CTC 307,"PARLAN, ALICE ANN M.",30,ENG,U,12,-,N,N
FINN 115,M,FINANCIAL MANAGEMENT,3,"M-W-F 1800-2030
(ONSITE)",CTC 406,"WONG, MARVIC DALE A.",35,ENG,U,3,ALL SLOTS FOR BS COMTECH MAJORS. ALL SLOTS FOR BS ME MAJORS.,N,N
FINN 117,P1,ENTREPRENEURIAL FINANCE,3,"T 1700-2000; TH 1700-2130
(ONSITE)",CTC 406; CTC 406,"WONG, MARVIC DALE A.",35,ENG,U,0,ALL SLOTS FOR BS MGT MAJORS. ALL SLOTS FOR BS MGT-H MAJORS. ALL SLOTS FOR BS ITE MAJORS.,N,N
FINN 190,B,SEMINAR IN FINANCE,3,"D 0930-1100
(ONSITE)",CTC 405,"SEVIDAL, ALFONSO MIGUEL N.",25,ENG,U,10,*For competition participants only,S,N
ARTS 197,A,INTERNSHIP AND PROFESSIONAL EXPOSURE,3,"D 0800-0930
(ONSITE)",ABS CBN CORPORATION INNOVATION CLASSROOM,"YEE, CHARLES IVAN, JR.",29,ENG,U,7,-,N,N
ARTS 197,L,INTERNSHIP AND PROFESSIONAL EXPOSURE,3,"M-W-F 1530-1800
(ONSITE)",INNOVATION 201,"CALARA, RAZELLE D.",29,ENG,U,0,-,N,N
ARTS 197,P2,INTERNSHIP AND PROFESSIONAL EXPOSURE,3,"T 1700-2130; TH 1700-2000
(ONSITE)",INNOVATION 201; INNOVATION 201,"INDIAS, JOI MARIE ANGELICA M.",29,ENG,U,0,-,N,N
ARTS 197,P2A,INTERNSHIP AND PROFESSIONAL EXPOSURE,3,"T 1700-2130; TH 1700-2000
(ONSITE)",INNOVATION 202; INNOVATION 202,"VELASCO-WANSOM, MOLINIA ANNE T.",29,ENG,U,1,-,N,N
IDES 102.04,J,DESIGN PROCEDURES: PRINT AND PUBLICATION DESIGN,3,"M-W-F 1030-1300
(ONSITE)",YAO SIU LUN MAC LAB,"MONSOD, TRACY ANN LIBERTY A.",17,ENG,U,0,-,N,N
IDES 102.04,J1,DESIGN PROCEDURES: PRINT AND PUBLICATION DESIGN,3,"M-W-F 1030-1300
(ONSITE)",CO BUN TING AND PO TY LEE CO MAC LAB,"CALARA, RAZELLE D.",17,ENG,U,-1,-,N,N
IDES 102.04,K,DESIGN PROCEDURES: PRINT AND PUBLICATION DESIGN,3,"M-W-F 1300-1530
(ONSITE)",CO BUN TING AND PO TY LEE CO MAC LAB,"CALARA, RAZELLE D.",17,ENG,U,0,-,N,N
IDES 102.04,L,DESIGN PROCEDURES: PRINT AND PUBLICATION DESIGN,3,"M-W-F 1530-1800
(ONSITE)",YAO SIU LUN MAC LAB,"MONSOD, TRACY ANN LIBERTY A.",17,ENG,U,9,-,N,N
IDES 103.05,I,DESIGN PRACTICE: BRANDING,3,"M-W-F 0800-1030
(ONSITE)",YAO SIU LUN MAC LAB,"VITUG, PAUL CESAR D.",20,ENG,U,0,-,S,N
IDES 103.06,O1,DESIGN PRACTICE: PROTOTYPING,3,"T 1230-1530; TH 1230-1700
(ONSITE)",YAO SIU LUN MAC LAB; YAO SIU LUN MAC LAB,"INDIAS, JOI MARIE ANGELICA M.",20,ENG,U,2,-,N,N
IDES 151,Q2,STORYBOARDING,3,"SAT 0800-1230; SAT 1400-1700
(ONSITE)",YAO SIU LUN MAC LAB; YAO SIU LUN MAC LAB,"VITUG, PAUL CESAR D.",20,ENG,U,1,-,S,N
HSCI 50,D,STATISTICS FOR THE HEALTH SCIENCES,3,"D 1230-1400
(ONSITE)",SEC-B201A,"ADARLO, GENEJANE M.",107,ENG,U,3,-,N,N
HSCI 60i,D,FUNDAMENTALS OF GLOBAL HEALTH,3,"D 1230-1400
(ONSITE)",CTC 107,"RODEROS, Ma. Via Jucille",25,ENG,U,-5,-,N,N
